"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.4","2012-13","Call answering time","All ages","All areas","","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","","","CAA (unpublished)","%","90.9","91.4","90.6","94.4","91.3","94.2","88.7","10.4","89.9"
"11A.4","2012-13","Call answering time","All ages","All areas","","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","","","CAA (unpublished)","'000","860.4","656.3","617.7","172.0","177.6","57.5","31.5","45.0","2618.0"
"11A.5","2019-20","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","82.8","96.6","82.9","83.5","70.9","83.5","88.0","56.9","86.3"
"11A.5","2019-20","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","74964","67808","71861","13773","21853","3886","5384","4812","241114"
"11A.5","2018-19","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","83.8","88.7","84.2","84.2","72.3","85.3","88.9","49.2","84.2"
"11A.5","2018-19","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","70163","68433","71743","13459","20756","5134","4526","4288","251645"
"11A.5","2017-18","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","84.4","88.2","86.3","85.2","72.9","84.9","89.0","64.8","84.9"
"11A.5","2017-18","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","54535","64389","73202","12547","18857","5411","3723","3615","236279"
"11A.5","2016-17","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","85.2","88.8","88.3","85.3","73.3","84.6","91.5","62.6","86.2"
"11A.5","2016-17","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","47131","56761","68853","12879","12763","5027","3393","3358","210165"
"11A.5","2015-16","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","85.3","89.8","88.6","86.2","73.1","85.9","88.5","73.8","86.8"
"11A.5","2015-16","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","42453","54910","68211","13478","8343","5035","3285","8922","204637"
"11A.5","2014-15","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","86.4","86.3","88.7","82.3","64.6","88.3","93.4","86.7","85.6"
"11A.5","2014-15","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","41460","46503","65831","12189","13110","5909","2979","5078","193059"
"11A.5","2013-14","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","86.8","90.8","89.0","83.3","75.5","87.2","93.1","na","87.8"
"11A.5","2013-14","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","43202","53701","61850","13243","12460","5525","3101","na","193082"
"11A.5","2012-13","Pain management","All ages","All areas","","Proportion of patients who reported a clinically meaningful pain reduction","","","","","","Derived from CAA (unpublished)","%","72.9","91.3","89.2","80.4","73.3","84.3","na","na","83.7"
"11A.5","2012-13","Pain management","All ages","All areas","","Total number of pain management patients","","","","","","CAA (unpublished)","no.","54973","49979","59567","9377","8597","5170","na","na","187663"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Total number of patients surveyed","","","","","CAA Patient Experience Survey","no.","1300","1300","1300","1300","1300","1300","1300","1300","10400"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Total number of usable responses","","","","","CAA Patient Experience Survey","no.","365","339","382","245","373","528","379","165","2776"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","","CAA Patient Experience Survey","%","97.0","99.0","98.0","97.0","99.0","98.0","98.0","97.0","98.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","95%CI","CAA Patient Experience Survey","% (±)","2.7","3.1","2.7","3.4","2.8","2.3","2.8","4.4","3.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","","CAA Patient Experience Survey","%","2.0","0","1.0","1.0","1.0","1.0","1.0","2.0","1.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Dissatisfied / very dissatisfied","","","","CAA Patient Experience Survey","%","1.0","0","1.0","1.0","0","1.0","1.0","1.0","1.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Phone answer time","Much quicker or a little quicker than I thought it would be","","","","CAA Patient Experience Survey","%","62.0","72.0","66.0","70.0","70.0","75.0","71.0","58.0","68.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Phone answer time","A little slower or much slower than I thought it would be","","","","CAA Patient Experience Survey","%","4.0","3.0","4.0","1.0","3.0","3.0","2.0","4.0","3.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Phone answer time","About what I thought it would be","","","","CAA Patient Experience Survey","%","34.0","25.0","31.0","29.0","27.0","32.0","27.0","38.0","30.4"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Ambulance arrival time","Much quicker or a little quicker than I thought it would be","","","","CAA Patient Experience Survey","%","59.0","72.0","64.0","68.0","67.0","61.0","69.0","56.0","64.5"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Ambulance arrival time","A little slower or much slower than I thought it would be","","","","CAA Patient Experience Survey","%","9.0","6.0","9.0","6.0","8.0","11.0","5.0","13.0","8.4"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Ambulance arrival time","About what I thought it would be","","","","CAA Patient Experience Survey","%","31.0","23.0","27.0","27.0","25.0","28.0","25.0","31.0","27.1"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of care provided by paramedics","Very good or good","","","","CAA Patient Experience Survey","%","96.0","99.0","99.0","98.0","98.0","98.0","98.0","97.0","97.9"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of care provided by paramedics","Poor or very poor","","","","CAA Patient Experience Survey","%","1.0","0","0","0","","1.0","1.0","1.0","0.6"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of care provided by paramedics","OK","","","","CAA Patient Experience Survey","%","3.0","1.0","1.0","2.0","1.0","2.0","0.2","2.0","1.5"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Very high or high","","","","CAA Patient Experience Survey","%","93.0","96.0","95.0","94.0","95.0","93.0","93.0","96.0","95.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Low or very low","","","","CAA Patient Experience Survey","%","3.0","1.0","2.0","0","","1.0","2.0","1.0","1.0"
"11A.6","2019-20","Patient experience","All ages","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Confident","","","","CAA Patient Experience Survey","%","5.0","3.0","3.0","6.0","5.0","6.0","6.0","3.0","4.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Total number of patients surveyed","","","","","CAA Patient Experience Survey","no.","1300","1300","1300","1300","1300","1300","1300","1300","10400"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Total number of usable responses","","","","","CAA Patient Experience Survey","no.","393","530","268","279","302","399","316","124","2611"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","","CAA Patient Experience Survey","%","98.0","97.0","96.0","99.0","100.0","98.0","97.0","95.0","98.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","95%CI","CAA Patient Experience Survey","% (±)","2.7","2.5","3.3","3.4","3.1","2.6","3.0","4.6","1.1"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","","CAA Patient Experience Survey","%","1.0","2.0","2.0","0","0","1.0","2.0","2.0","1.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Overall satisfaction","Dissatisfied / very dissatisfied","","","","CAA Patient Experience Survey","%","1.0","1.0","2.0","1.0","0","1.0","1.0","3.0","1.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Phone answer time","Much quicker or a little quicker than I thought it would be","","","","CAA Patient Experience Survey","%","65.0","67.0","61.0","70.0","68.0","64.0","60.0","58.0","65.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Phone answer time","A little slower or much slower than I thought it would be","","","","CAA Patient Experience Survey","%","6.0","5.0","7.0","1.0","2.0","6.0","3.0","5.0","5.0"
"11A.6","2018-19","Patient experience","All ages","All areas","","Patient experience","Phone answer time","About what I thought it would be","","","","CAA Patient Experience Survey","%","29.0","27.0","32.0","29.0","30.0","29.0","37.0","37.0","29.0"
